bookID,author
2303,Thomas Hardy
2304,Charles Wheelan
2305,Sinclair Lewis
2306,Paulo Coelho
2307,Paulo Coelho
2308,Orson Scott Card
2309,Orson Scott Card
2310,Orson Scott Card
2311,Orson Scott Card
2312,Orson Scott Card
2313,Anne Bishop
2314,Anne Bishop
2315,Martha Sears
2316,Roald Dahl
2317,Shel Silverstein
2318,Shel Silverstein
2319,Dan Simmons
2320,Norma J. Bumgarner
2321,Gabriel King
2322,Judy Blume
2323,Alexei Panshin
2324,William Diehl
2325,Jessica Amanda Salmonson
2326,Woody Allen
2327,Robert Ludlum
2328,Marion Zimmer Bradley
2329,Arthur C. Clarke
2330,Marion Zimm Bradley
2331,Mercedes Lackey
2332,Torey Hayden
2333,Matthew Reilly
2334,Fritz Leiber
2335,Eric Lustbader
2336,Gloria Steinem
2337,Thomas Keneally
2338,Anne Mccaffrey
2339,Robert A. Heinlein
2340,Carlos Castaneda
2341,John J. Nance
2342,Diana Diamond
2343,Greg Bear
2344,Martha Grimes
2345,James Clavell
2346,Marion Zimmer Bradley
2347,Evan H. Rhodes
2348,Carlene Thompson
2349,Rosemary Kirstein
2350,Tryon
2351,Edward O. Wilson
2352,Morgan Llywelyn
2353,Anna Lee Waldo
2354,Alice Borchardt
2355,Michael Prescott
2356,Mercedes Lackey
2357,Michael Palmer
2358,Ian Caldwell
2359,Robin Cook
2360,Cynthia Voigt
2361,Robin Cook
2362,Joanne Greenberg
2363,Judy Mercer
2364,Neal Shusterman
2365,Brad Meltzer
2366,C.S. Lewis
2367,Kazuo Ishiguro
2368,Charles M. Sheldon
2369,Larry Mcmurtry
2370,Michael Newton
2371,John Reynolds Gardiner
2372,Mary Stewart
2373,C. S. Lewis
2374,C. S. Lewis
2375,Peter Straub
2376,Sandra Martz
2377,James Pinn Garner
2378,Don Marquis
2379,Judith Krantz
2380,Susan Faludi
2381,Max I. Dimont
2382,Brian Greene
2383,R. D Orlova
2384,Sylvia Plath
2385,Chaim Potok
2386,Beck Weathers
2387,Shusaku Endo
2388,Margaret Atwood
2389,Lillian Hellman
2390,Carl Hiaasen
2391,Frank Herbert
2392,Diana Wynne Jones
2393,Patricia  A. Mckillip
2394,Patricia A. Mckillip
2395,John Wyndham
2396,Meggin Cabot
2397,Caroline B. Cooney
2398,Norma Fox Mazer
2399,Lorri Hewett
2400,Jean Ferris
2401,Colleen Mccullough
2402,Robert Harris
2403,Jeanne Duprau
2404,L.M. Montgomery
2405,L.M. Montgomery
2406,L.M. Montgomery
2407,L.M. Montgomery
2408,Vella Munn
2409,Jennifer Donnelly
2410,Jim Grimsley
2411,James Lee Burke
2412,Margaret Wild
2413,Lois Duncan
2414,Sarah-Kate Lynch
2415,Abigail Stone
2416,Ruth L. Ozeki
2417,Lee Iacocca
2418,Anne Sexton
2419,Francesca Lia Block
2420,Ann Rinaldi
2421,Rebbecca Ray
2422,Morrie Schwartz
2423,Mark Dunn
2424,Linn Ullmann
2425,James Agee
2426,Gail Carson Levine
2427,Anne Mccaffrey
2428,Angela Carter
2429,W. Edwards Deming
2430,A. N. Roquelaure
2431,Sandra Dallas
2432,Kevin Crossley-Holland
2433,Gregory Maguire
2434,Ann Rinaldi
2435,Kate Cann
2436,Ann Rinaldi
2437,Stormie Omartian
2438,Gore Vidal
2439,Francine Rivers
2440,Michael Lee West
2441,Jack Maguire
2442,Bentley Little
2443,Janet Dailey
2444,Ann Rinaldi
2445,Mary Downing Hahn
2446,Roald Dahl
2447,Karen Hesse
2448,Chris Lynch
2449,Ed Mcbain
2450,Walter Jon Williams
2451,Nora Roberts
2452,Jo Beverley
2453,Danielle Steel
2454,Victor H. Mair
2455,Bernard Cornwell
2456,Neal Stephenson
2457,Neal Stephenson
2458,Lee Smith
2459,J. T. Leroy
2460,Elizabeth Hand
2461,E M Cioran
2462,Alexa Albert
2463,Rosina Lippi
2464,Patrick Suskind
2465,Shay Youngblood
2466,Walker Percy
2467,Margaret Weis
2468,Terry Pratchett
2469,Sherwood Anderson
2470,Carl Sagan
2471,Isaac Asimov
2472,Milan Kundera
2473,Milan Kundera
2474,Henri J.M. Nouwen
2475,Celeste Bradley
2476,Elaine Barbieri
2477,Anne Rivers Siddons
2478,Sharon Shinn
2479,Jerry Spinelli
2480,Bernard Cornwell
2481,H. P. Lovecraft
2482,Spike Milligan
2483,Henning Mankell
2484,Edward Eager
2485,John Jakes
2486,Simone De Beauvoir
2487,Steven Levenkron
2488,J. D. Robb
2489,Sylvia Plath
2490,Ernest Hemingway
2491,Laurell K. Hamilton
2492,Wilton Barnhardt
2493,Arthur Hailey
2494,Stephen King
2495,Nora Roberts
2496,Jeffrey Archer
2497,Roger Zelazny
2498,Michael Crichton
2499,Bill Ransom
2500,J. M. Coetzee
2501,Fiona Walker
2502,Tim O'Brien
2503,Hilary Mantel
2504,Mordecai Richler
2505,Ruth Reichl
2506,Howard Norman
2507,William Maxwell
2508,Diane Baker Mason
2509,Jonathan Lethem
2510,James Jones
2511,Ernest Hemingway
2512,Graham Greene
2513,Timothy Findley
2514,Geraldine Brooks
2515,Pat Barker
2516,Alex Garland
2517,Tom Clancy
2518,Tove Jansson
2519,Christopher Moore
2520,C. S. Lewis
2521,Mark Helprin
2522,Mark Helprin
2523,Trina Paulus
2524,Harriette Arnow
2525,Jeff Shaara
2526,Rahna R. Rizzuto
2527,Andrew Clements
2528,Richard Paul Evans
2529,Mark  Bittman
2530,Will Weaver
2531,Winston Groom
2532,Yukio Pseud Mishima
2533,Tove Jansson
2534,Robert C. O'Brien
2535,United States
2536,Oliver W. Sacks
2537,Thomas Berger
2538,Paula Danziger
2539,Kevin Baker
2540,Neil Simon
2541,John Steinbeck
2542,Caroline Knapp
2543,Roald Dahl
2544,"Jr, Bill Martin"
2545,Tom Brokaw
2546,James Ellroy
2547,Ron Clark
2548,Adrian Nicole Leblanc
2549,James Grippando
2550,Richard North Patterson
2551,Julie Garwood
2552,Elizabeth Peters
2553,John Katzenbach
2554,Minette Walters
2555,Elizabeth George
2556,James Patterson
2557,Eleanor Taylor Bland
2558,Betty Macdonald
2559,Barbara Hambly
2560,Philip K. Dick
2561,Jon Katz
2562,Philip Sudgen
2563,Clive Barker
2564,Witi Ihimaera
2565,Diane Mott Davidson
2566,Edward Abbey
2567,Stevan Eldred-Grigg
2568,John Welter
2569,Alfred Noyes
2570,Ngaio Marsh
2571,Jeanette Winterson
2572,Stephen Baxter
2573,Christopher Moore
2574,Murasaki Shikibu
2575,William Burroughs
2576,Richard L. Miller
2577,Lisa Huang Fleischman
2578,Christopher Moore
2579,Iris Rainer Dart
2580,Isaac Asimov
2581,Isaac Asimov
2582,Isaac Asimov
2583,Jude Deveraux
2584,David Eddings
2585,Astrid Lindgren
2586,J. P. Donleavy
2587,Jody Shields
2588,Mqp Creative
2589,Andrew Clements
2590,Jamaica Kincaid
2591,Ben Bradlee
2592,Ian Mcewan
2593,Dan Franck
2594,James A. Michener
2595,Joseph Bruchac
2596,Paul Monette
2597,Meridel Le Sueur
2598,Sherman Alexie
2599,Eve Ensler
2600,Wallace Earle Stegner
2601,Mario Vargas Llosa
2602,Ron Hansen
2603,Barthe Declements
2604,Vladimir Vladimirovich Nabokov
2605,William Trevor
2606,Ian Frazier
2607,Halldor Laxness
2608,Russell Banks
2609,Martin Amis
2610,Kurban Said
2611,E. L. Doctorow
2612,Elie Wiesel
2613,John Irving
2614,Daphne Du Maurier
2615,Christopher Morley
2616,Marlys Millhiser
2617,Alice Munro
2618,Dee Wells
2619,Ruth Reichl
2620,Aleister Crowley
2621,James Lee Burke
2622,Jane Gardham
2623,Jill Paton Walsh
2624,Rani Manicka
2625,Kate Atkinson
2626,William Gibson
2627,Steve Jackson
2628,Carole Matthews
2629,Katie Fforde
2630,James A. Moore
2631,Jilliane Hoffman
2632,John Sandford
2633,Mark Billingham
2634,Jessica Barksdale Inclan
2635,Danielle Steel
2636,Donna Vanliere
2637,Richard Laymon
2638,Kevin Yarbrough
2639,Jack Ketchum
2640,Richard Laymon
2641,Ira Levin
2642,Karen Robards
2643,Richard Matheson
2644,Richard Laymon
2645,Jack Ketchum
2646,Shirley Palmer
2647,Richard Laymon
2648,Danielle Steele
2649,Terri Blackstock
2650,Laurie R. King
2651,John Saul
2652,Joseph R. Garber
2653,William Diehl
2654,Frank E. Peretti
2655,Glen Hirshberg
2656,Joyce Carol Oates
2657,Danielle Steel
2658,John Skipp
2659,Michel Faber
2660,Malcolm X
2661,John Steakley
2662,Rob Kean
2663,John Follain
2664,Beverly Cleary
2665,T. E. Lawrence
2666,Alan Alexander Milne
2667,Harriet Lerner
2668,Victoria Holt
2669,Emily Brightwell
2670,Anne Mccaffrey
2671,Ludwig Bemelmans
2672,William Shakespeare
2673,Vince Flynn
2674,Gregory Mcdonald
2675,Edgar Lee Masters
2676,Jeffrey Archer
2677,Martha Grimes
2678,Gene Stratton-Porter
2679,Judy Blume
2680,Margaret Forster
2681,Jessica Mitford
2682,Dick King-Smith
2683,Kate Douglas Wiggin
2684,L. Frank Baum
2685,Jeffrey Archer
2686,James A. Michener
2687,Catherine Marshall
2688,Amanda Brown
2689,Beverly Cleary
2690,N.H. Kleinbaum
2691,Sharyn Mccrumb
2692,William Shakespeare
2693,Richard Phillips Feynman
2694,James Herriot
2695,Harold S. Kushner
2696,Anne Mccaffrey
2697,Piers Anthony
2698,Anne Mccaffrey
2699,Bob Woodward
2700,Deborah Raney
2701,Gerald Durrell
2702,Gail Godwin
2703,Thomas Merton
2704,Michael Dorris
2705,Muriel Spark
2706,Anton Myrer
2707,Zelig Pliskin
2708,Louis De Bernieres
2709,Banana Yoshimoto
2710,Allan Gurganus
2711,Milton Steinberg
2712,Robert Crais
2713,Charlotte Hughes
2714,Sarah Strohmeyer
2715,Susan Elizabeth Phillips
2716,Oscar Wilde
2717,Lloyd Alexander
2718,Patrick Suskind
2719,Lisa Carey
2720,Sanjay Sonawani
2721,A. Verghese
2722,Dan Simmons
2723,Chinua Achebe
2724,John Miller
2725,Nora Roberts
2726,Luanne Rice
2727,Johanna Lindsey
2728,Bonnie Burnard
2729,Laura Cunningham
2730,Salman Rushdie
2731,Thomas Tryon
2732,Bruce Olson
2733,Norah Robinson Lofts
2734,Norah Robinson Lofts
2735,Charlotte Perkins Gilman
2736,Charles Dickens
2737,Robert Louis Stevenson
2738,Howard Fast
2739,Kathleen Harrington
2740,Donna Stephens
2741,Lori Wilde
2742,Susan Andersen
2743,Janelle Taylor
2744,Helen Myers
2745,Sandra Hill
2746,Jayne Ann Krentz
2747,Danelle Harmon
2748,Janet Dailey
2749,Karen Robards
2750,Sandra Brown
2751,Carla Neggers
2752,Christiane Heggan
2753,Dean Koontz
2754,Virginia Woolf
2755,Tom Clancy
2756,Pearl S. Buck
2757,Shirley Jackson
2758,Laurie R. King
2759,Iris Johansen
2760,Susan Howatch
2761,Michael Connelly
2762,Frederick Forsyth
2763,Frederick Forsyth
2764,Alessandro Baricco
2765,J. R. R. Tolkien
2766,Mario Vargas Llosa
2767,Charles Palliser
2768,Charles Palliser
2769,Harry Mulisch
2770,Harry Mulisch
2771,Harry Mulisch
2772,Vladimir Vladimirovich Nabokov
2773,Russell Hoban
2774,Ismail Kadare
2775,Timothy Findley
2776,A. S. Byatt
2777,Francesca Lia Block
2778,R. F. Laird
2779,Ron Chernow
2780,Mario Vargas Llosa
2781,Margaret Atwood
2782,Vladimir Nabokov
2783,Pearl Cleage
2784,Ken Follett
2785,Carol Saline
2786,Arthur C. Clarke
2787,Joan Steiner
2788,Alan Alexander Milne
2789,A.A. Milne
2790,Jonquet
2791,Hermann Hesse
2792,Cormac Mccarthy
2793,Jean-Christophe Grangã?Â©
2794,Larry Collins
2795,Johanna Lindsey
2796,Lavyrle Spencer
2797,Stephen King
2798,Taylor Smith
2799,John Sandford
2800,Harry Harrison
2801,Joe Haldeman
2802,Anthony Burgess
2803,G. K. Chesterton
2804,Heinrich Mann
2805,Jerzy Kosinski
2806,Richard P. Feynman
2807,Jacqueline Winspear
2808,Pamela Duncan
2809,Gervase Phinn
2810,Dave Pelzer
2811,Stephen King
2812,Kathe Koja
2813,V.C. Andrews
2814,Danielle Steel
2815,Barbara Bradford Taylor
2816,Pyotyr Kurtinski
2817,Ira Levin
2818,Christine Feehan
2819,Jennifer Crusie
2820,Karin Slaughter
2821,Sebastien Japrisot
2822,Robert Cormier
2823,Robert Newton Peck
2824,Lois Lowry
2825,Henry Rider Haggard
2826,Rudyard Kipling
2827,Johanna Lindsey
2828,Elizabeth Lowell
2829,Harriet Beecher Stowe
2830,Lavyrle Spencer
2831,Rosanne Kohake
2832,Catherine Hart
2833,Susan Krinard
2834,Kathleen E. Woodiwiss
2835,Julie Garwood
2836,William Wood
2837,Joan Overfield
2838,Eugenia Price
2839,Ngaio Marsh
2840,Clavell
2841,James A. Michener
2842,Shirley Mcclaine
2843,Asne Seierstad
2844,James M. Grippando
2845,Andrew H. Malcolm
2846,C. E. Poverman
2847,Michael Patrick Macdonald
2848,Jack Mcdevitt
2849,Anne Rivers Siddons
2850,David Halberstam
2851,Barbara Gowdy
2852,Karen Essex
2853,Agatha Christie
2854,Agatha Christie
2855,Agatha Christie
2856,Agatha Christie
2857,Agatha Christie
2858,Rudyard Kipling
2859,Bryce Marshall
2860,Agatha Christie
2861,Sharyn Mccrumb
2862,Susan Isaacs
2863,Agatha Christie
2864,Agatha Christie
2865,Meredith Ann Pierce
2866,Julie Anne Peters
2867,C. S. Lewis
2868,Jeanette Winterson
2869,"Agatha Miller, Dame Christie"
2870,A.C. Crispin
2871,Joyce Hansen
2872,Bruce Wilkinson
2873,T. C. Boyle
2874,Michael Korda
2875,Jill Mcgown
2876,Victoria Holt
2877,Morris West
2878,Jane Smiley
2879,Dave Barry
2880,Bruce Ducker
2881,Aaron Roy Even
2882,Kamala Markandaya
2883,Andre Gide
2884,Frederick G. Dillen
2885,Carol Matas
2886,Lynn Joseph
2887,James A. Michener
2888,F. Paul Wilson
2889,David Gerrold
2890,Harry Harrison
2891,Gregory Benford
2892,Stephen R. Donaldson
2893,James A. Michener
2894,James A. Michener
2895,Claude Brown
2896,Donald E. Mcquinn
2897,Sidney Kirkpatrick
2898,Roddy Doyle
2899,Eric Van Lustbader
2900,Edward Albee
2901,Iselin C. Hermann
2902,James A. Michener
2903,Robert A. Heinlein
2904,James A. Michener
2905,Jamie O'Neill
2906,Philip Pullman
2907,Colum Mccann
2908,Deborah Tannen
2909,Charles Scarborough
2910,Johann David Wyss
2911,Gloria Steinem
2912,Catherine Coulter
2913,Tim O'Brien
2914,Stephen Frey
2915,Kay Hooper
2916,J. D. Robb
2917,J. D. Robb
2918,Richard Paul Evans
2919,Colin Harrison
2920,Jennifer Roberson
2921,Brenda Joyce
2922,Donald Mccaig
2923,Ian Mcewan
2924,Arthur Ashe
2925,Roald Dahl
2926,Sigmund Freud
2927,Homer
2928,Jack London
2929,Teresa Medeiros
2930,Suzanne Enoch
2931,Lynn Kurland
2932,Julie Garwood
2933,Julia Quinn
2934,Robert Coover
2935,Patricia A. Mckillip
2936,Lynsay Sands
2937,Lisa Kleypas
2938,William Faulkner
2939,Paul Auster
2940,Judith Rossner
2941,Colleen Mccullough
2942,Benny Hinn
2943,Ronald F. Bridges
2944,Margaret Wise Brown
2945,C. S. Lewis
2946,C. S. Lewis
2947,Dan B. Allender
2948,Jane Roberts Wood
2949,Francine Rivers
2950,Thyra Ferre Bjorn
2951,Francois Mauriac
2952,Laura Ingalls Wilder
2953,Laura Ingalls Wilder
2954,Francine Rivers
2955,Marian Wells
2956,Alison Uttley
2957,Doris Lessing
2958,Jerzy Kosinski
2959,Len Deighton
2960,Noah Gordon
2961,Joe Mcginnis
2962,Shirlee Busbee
2963,Singer
2964,Trevanian
2965,Howard Fast
2966,Theodore Taylor
2967,David R. Palmer
2968,Rex Stout
2969,Irwin Shaw
2970,Frederick Forsyth
2971,Robert A. Heinlein
2972,Loren D. Estleman
2973,Janet Dailey
2974,Tracy Kidder
2975,Garfield Reeves-Stevens
2976,Robert Mccammon
2977,Jackie Collins
2978,Oriana Fallaci
2979,Anne Tolstoi Wallach
2980,Richard Martin Stern
2981,Robert Lieberman
2982,Joe Mcginniss
2983,Thor Heyerdahl
2984,Janis Flores
2985,Robert Ludlum
2986,Douglas Terman
2987,Herman Wouk
2988,Frederick Forsyth
2989,Michael Barak
2990,Leon Uris
2991,David Payne
2992,John Le Carre
2993,Isaac Asimov
2994,Dale Bailey
2995,Susan Elizabeth Phillips
2996,Brendan Dubois
2997,Linda Lael Miller
2998,Anne Mccaffrey
2999,Mercedes Lackey
3000,Colette
3001,Gordon R. Dickson
3002,Piers Anthony
3003,Paul Zindel
3004,Jackie Collins
3005,Harold Robbins
3006,Judith Mcnaught
3007,Cyril Hare
3008,Gore Vidal
3009,Harold Robbins
3010,J. G. Farrell
3011,Ira Levin
3012,Sara Paretsky
3013,Ed Mcbain
3014,William Goldman
3015,Ken Follett
3016,Susan Andersen
3017,Mary Mackey
3018,Kim Stanley Robinson
3019,Alison Lurie
3020,Karen Hesse
3021,Esther Forbes
3022,Alfred Bester
3023,Jack Higgins
3024,Marguerite Henry
3025,Tamora Pierce
3026,Margaret Sidney
3027,Albert Payson Terhune
3028,Roald Dahl
3029,Elizabeth George Speare
3030,Scott O'Dell
3031,Jim Kjelgaard
3032,Sean Covey
3033,Naylor
3034,L. Frank Baum
3035,Rodman Philbrick
3036,Philip K. Dick
3037,Isaac Asimov
3038,Amelia Atwater-Rhodes
3039,Penina Keen Spinka
3040,Mark Twain
3041,Stephen King
3042,P. G. Wodehouse
3043,Malcolm Lowry
3044,Lewis Carroll
3045,P. G. Wodehouse
3046,Leon Uris
3047,Leon Uris
3048,Boris Pasternak
3049,Thomas Harris
3050,Jennifer Blake
3051,Amanda Quick
3052,Amanda Quick
3053,Johanna Lindsey
3054,Johanna Lindsey
3055,Judith Mcnaught
3056,Arturo Perez-Reverte
3057,Ian Kershaw
3058,Amanda Quick
3059,James Lee Burke
3060,Amanda Quick
3061,Angeles Mastretta
3062,J. D. Robb
3063,Johanna Lindsey
3064,Brian Lumley
3065,Nancy Atherton
3066,Alice Walker
3067,Lilian Jackson Braun
3068,Sara Donati
3069,Willa Cather
3070,T. Coraghessan Boyle
3071,Frank Peretti
3072,Catherine Anderson
3073,Joan Johnston
3074,Candace Camp
3075,John Ehle
3076,Christopher Pike
3077,Sophie Kinsella
3078,Leslie Carroll
3079,Thomas Perry
3080,John Saul
3081,John Farris
3082,Audrey Schulman
3083,Johanna Lindsey
3084,Robert K. Massie
3085,Christina Dodd
3086,Nelson Demille
3087,Julie Garwood
3088,Katie Macalister
3089,Alexandra Potter
3090,Erich Segal
3091,Douglas E. Winter
3092,Sarah Webb
3093,Meg Cabot
3094,Linda Goodman
3095,Danielle Steel
3096,Nora Roberts
3097,Dean R. Koontz
3098,Og Mandino
3099,Jackie Collins
3100,Danielle Steel
3101,Lavyrle Spencer
3102,Sandra Brown
3103,Sandra Brown
3104,Norman Vincent Peale
3105,Lavyrle Spencer
3106,Fern Michaels
3107,James Clavell
3108,Marion Zimmer Bradley
3109,Bernard Cornwell
3110,Jenny Markas
3111,Gabriel Garcia Marquez
3112,Michael Connelly
3113,Rene De Goscinny
3114,Ray Bradbury
3115,Susan Beth Pfeffer
3116,"H. Jackson, Jr. Brown"
3117,James Huston
3118,Daniel Silva
3119,Aldous Huxley
3120,Oscar Wilde
3121,Susan Isaacs
3122,Franz Kafka
3123,Ken Follett
3124,Mario Vargas Llosa
3125,Parke Godwin
3126,Jostein Gaarder
3127,E. M. Forster
3128,Karleen Koen
3129,John Burdett
3130,Barbara Delinsky
3131,M. Borroff
3132,Mary Jo Putney
3133,Elizabeth Lowell
3134,Elizabeth Lowell
3135,Raymond E. Feist
3136,Jennifer Belle
3137,Constance O'Day-Flannery
3138,R.A.V. Salsitz
3139,Victoria Barrett
3140,Nora Roberts
3141,Lynn Kurland
3142,Catherine Anderson
3143,Jackie Collins
3144,Sandra Canfield
3145,Barbara Delinsky
3146,Sheri Reynolds
3147,Jeffrey Archer
3148,Anzia Yezierska
3149,Sebastien Japrisot
3150,Thomas Kelly
3151,Iris Rainer Dart
3152,Barbara Hodgson
3153,Poppy Brite
3154,Colleen Mccullough
3155,Larry Mcmurtry
3156,Richard North Patterson
3157,J. D. Robb
3158,Joyce Carol Oates
3159,Ruth Rendell
3160,Frank Herbert
3161,Frank Herbert
3162,Ian Frazier
3163,Danny Sugarman
3164,Nevil Shute
3165,Stuart Woods
3166,John Updike
3167,John Updike
3168,William Shakespeare
3169,James Lee Burke
3170,Andrew Coburn
3171,Agatha Christie
3172,T. H. White
3173,Anne Rivers Siddons
3174,Iris Rainer Dart
3175,Tom Wolfe
3176,Erich Maria Remarque
3177,John Updike
3178,Mary Renault
3179,Octavia E. Butler
3180,Steve Jackson
3181,Eric Frank Russell
3182,Pat Barker
3183,Michael Walsh
3184,John Treadwell Nichols
3185,Matthew Branton
3186,J G Passarella
3187,Packer
3188,John Le Carre
3189,Jo Beverley
3190,Elmore Leonard
3191,Russell Andrews
3192,Ann Stearns
3193,David D. Burns
3194,John R. W. Stott
3195,Charles Bukowski
3196,Michaela Roessner
3197,Bob Mcguire
3198,Thomas M. Disch
3199,Matthew J. Reilly
3200,Luis Sepulveda
3201,William Styron
3202,Ernest Hemingway
3203,Christopher Pike
3204,David Keirsey
3205,R. A. Salvatore
3206,Douglas Adams
3207,Sam Shepard
3208,Robert Asprin
3209,Robert Crais
3210,Antwone Fisher
3211,J. R. R. Tolkien
3212,Clare Francis
3213,Elizabeth Gilbert
3214,J. R. R. Tolkien
3215,Jacques Vallee
3216,Sonya Sones
3217,Quino
3218,Anne Rice
3219,Knut Hamsun
3220,Larry Niven
3221,Giles Blunt
3222,Leon Uris
3223,Carol Higgins Clark
3224,Joseph Wambaugh
3225,Eugene Gladstone O'Neill
3226,Rodman Philbrick
3227,Claudia Reilly
3228,Alexandre Dumas
3229,Grace Frank Baum
3230,Sara Paretsky
3231,Jane Yolen
3232,Beatrix Potter
3233,Joseph Heller
3234,Norman Mailer
3235,Dennis Lehane
3236,Margery Sharp
3237,Dan Clowes
3238,Joyce Carol Oates
3239,Stan Tymorek
3240,Alice Dalgliesh
3241,Barry Neil Kaufman
3242,Ian Falconer
3243,Bryan Sykes
3244,Edward Gorey
3245,Desmond Morris
3246,Jules Verne
3247,Albert Einstein
3248,Nancy Kress
3249,Alice Adams
3250,Joe R. Lansdale
3251,Patricia Highsmith
3252,Percival C. Wren
3253,Steve Alten
3254,Stanislaw Lem
3255,A. Herge
3256,Thomas Hardy
3257,P.D. James
3258,William Boyd
3259,Agatha Christie
3260,Winston Groom
3261,Josh Aterovis
3262,John Barnes
3263,Greg Iles
3264,Dante Alighieri
3265,Paul Garrison
3266,Apostolos K. Doxiades
3267,Vladimir Vladimirovich Nabokov
3268,Peter Straub
3269,Frida Kahlo
3270,Sue Townsend
3271,Frank E. Peretti
3272,Carlos Castaneda
3273,Sharon Shinn
3274,Susan Price
3275,Garth Nix
3276,Tim Powers
3277,Rosemary Sutcliff
3278,Diana Wynne Jones
3279,Diana Wynne Jones
3280,Diana Wynne Jones
3281,Edward Bloor
3282,Eugene Izzi
3283,David Mitchell
3284,Caroline B. Cooney
3285,Dolores Stewart Riccio
3286,Deborah Ellis
3287,Caroline B. Cooney
3288,Nora Roberts
3289,Anne Tyler
3290,Ruth Rendell
3291,Jonathan Nasaw
3292,Colleen Mccullough
3293,A. J. Holt
3294,Barbara Pym
3295,Darryl Brock
3296,Philip Roth
3297,Philip Roth
3298,Francesca Clementis
3299,Shaun Hutson
3300,Gerald Seymour
3301,Eugene O'Neill
3302,Virginia M. Axline
3303,Jeffrey Archer
3304,Jeffrey Archer
3305,Tim Geary
3306,Charles Edward Pogue
3307,Barbara W. Tuchman
3308,Katie Macalister
3309,Alan Moore
3310,Michael J. Nelson
3311,Ann Rinaldi
3312,Olivia Goldsmith
3313,Darian North
3314,Megan Whalen Turner
3315,Mark Leyner
3316,Harlan Coben
3317,Linda Fairstein
3318,Lincoln Child
3319,Paul Hawken
3320,J.M. Coetzee
3321,J. M. Coetzee
3322,Meryl Sawyer
3323,Don Delillo
3324,Michael Ondaatje
3325,Ernest Callenbach
3326,Dominick Dunne
3327,Robert Wilson
3328,Frank De Felitta
3329,Douglas Coupland
3330,Margaret Peterson Haddix
3331,Sir Compton Mackenzie
3332,Elizabeth George
3333,Donald J. Trump
3334,Fred Saberhagen
3335,Elizabeth Forsythe Hailey
3336,David Schwartz
3337,Mary Elizabeth Murphy
3338,David Halberstam
3339,Bette Greene
3340,Harold Keith
3341,Luanne Rice
3342,Djuna Barnes
3343,Donald Barthelme
3344,John Allen Paulos
3345,Steven Paul Martini
3346,Anthony Godby Johnson
3347,Edward Twitchell Hall
3348,Fred Gipson
3349,Louisa May Alcott
3350,Richard Wright
3351,Peter Hedges
3352,John Steinbeck
3353,Virginia Woolf
3354,Tennessee Williams
3355,Aristophanes
3356,James Fenimore Cooper
3357,Jean Toomer
3358,Charles De Lint
3359,C. L. Bevill
3360,Laurie R. King
3361,Wilbur A. Smith
3362,Shirley Conran
3363,Ruth Rendell
3364,Chuck Yeager
3365,Kim Stanley Robinson
3366,Jonathan Carroll
3367,Catherine Anderson
3368,William Shakespeare
3369,Edmund White
3370,Judy Blume
3371,Clive Barker
3372,J. D. Robb
3373,Marge Piercy
3374,Diane Ravitch
3375,David Graham
3376,Jeffrey Archer
3377,Saul Bellow
3378,Dan Simmons
3379,Agatha Christie
3380,Bill Bryson
3381,J. D. Robb
3382,Ann Rule
3383,Harlan Ellison
3384,Anne Perry
3385,Alcoholics Anonymous
3386,Dan Simmons
3387,Robert R. Mccammon
3388,Mary Stewart
3389,Louis L'Amour
3390,Sharon Kay Penman
3391,Persia Woolley
3392,David E. Larkin
3393,Petronius
3394,Laura Kinsale
3395,Truman Capote
3396,Frank Spiering
3397,Laura Kinsale
3398,Harold Bloom
3399,Peter Wright
3400,Alison Weir
3401,Samuel Beckett
3402,Dan Simmons
3403,Joan Wolf
3404,Mary Stewart
3405,Richard Adams
3406,Dan Simmons
3407,Kevin J. Anderson
3408,F. Paul Wilson
3409,Paul F. Wilson
3410,Robert Mccammon
3411,George R. R. Martin
3412,Fred Saberhagen
3413,Elaine Bergstrom
3414,J. R. R. Tolkien
3415,Nancy A. Collins
3416,Elaine Bergstrom
3417,Nancy A. Collins
3418,Pat Frank
3419,Betty Mahmoody
3420,Ted Dekker
3421,John Holt
3422,Jean M. Auel
3423,Richard Dawkins
3424,Barbara Leaming
3425,Susan Wiggs
3426,John Le Carre
3427,Patricia D. Cornwell
3428,Ken Follett
3429,Stormie Omartian
3430,Watty Piper
3431,Martha Grimes
3432,Dick Francis
3433,Dick Francis
3434,Dick Francis
3435,Caroline Kettlewell
3436,Tabitha King
3437,Malachi Martin
3438,Noel Hynd
3439,Harry Lorayne
3440,Ezra Jack Keats
3441,Chris Van Allsburg
3442,Bobbi Smith
3443,Laura Castoro
3444,Peggy Rathmann
3445,Carlene Thompson
3446,Douglas Clegg
3447,Wendy Corsi Staub
3448,Jean Hegland
3449,Heinrich Harrer
3450,Lawrence Block
3451,Pat Hutchins
3452,Kevin Henkes
3453,Tove Jansson
3454,Noel Streatfeild
3455,Kevin Henkes
3456,Sheila Burnford
3457,Thom Racina
3458,Gwen Hunter
3459,Bonnie Comfort
3460,Patricia Polacco
3461,Mercer Mayer
3462,Catherine Anderson
3463,Judi Barrett
3464,Robert Kraus
3465,Pamela Morsi
3466,Audrey Penn
3467,Barbara Cooney
3468,Ul De Rico
3469,Russell Hoban
3470,Douglas Wood
3471,Maggie O'Farrell
3472,Bentley Little
3473,Christina Skye
3474,Mike Nichols
